province,month,MinRain,MaxRain,AvgRain,AvgFloodRiskArea(Square meter),flooding,,,,
Kamphaeng Phet,3,26.78,83.59,63.52,21066429.12,0,,,,
Tak,3,1.01,54.76,26.45,17552436,0,,,,
Sukhothai,3,24.28,67.22,43.33,16871908.26,0,,,,
Phitsanulok,3,45.23,86.99,64.05,25141199.37,0,,,,
Phichit,3,53.9,75.71,63.76,28664263.22,0,,,,
Phetchabun,3,30.62,92.08,62.04,20605875.71,0,,,,
Ratchaburi,3,5.8,20.73,10.63,33572250.57,0,,,,
Kanchanaburi,3,0.49,47.73,19.96,26726127.71,0,,,,
Suphan Buri,3,0.11,36.14,12.09,5618383.53,0,,,,
Phetchaburi,3,7.65,72.49,25.61,7263070.95,0,,,,
Prachuap Khiri Khan,3,6.73,80.04,23.08,49348897.52,0,,,,
Nakhon Si Thammarat,3,1.82,39.9,14.32,32041150.66,0,,,,
Krabi,3,16.67,33.36,23.64,52404960.23,0,,,,
Phang Nga,3,16.2,53.39,34.34,33275572.12,0,,,,
Phuket,3,14.11,33.89,25.28,10355271.89,0,,,,
Surat Thani,3,0,51.38,16.86,28894275.72,0,,,,
Ranong,3,3.74,23.26,9.82,16694201.37,0,,,,
Chumphon,3,1.4,10.87,6.66,45488917.1,0,,,,
Songkhla,3,4.6,56.37,22.93,32478516.22,0,,,,
Satun,3,28.63,93.05,54.23,31545130.42,0,,,,
Trang,3,11.3,30.07,16.97,29424386.51,0,,,,
Phatthalung,3,15.29,31.29,23.55,26289445.11,0,,,,
Pattani,3,16.42,42.9,29.21,7694062.52,0,,,,
Yala,3,16.81,30.45,21.32,15713876.02,0,,,,
Narathiwat,3,14,20.08,17.22,22184404.17,0,,,,
Lopburi,4,0,13.76,3.4,8722670.03,0,,,,
Chainat,4,0,1.14,0.23,23682656.7,0,,,,
Saraburi,4,1.6,14.14,8.67,2923294.87,0,,,,
Chonburi,4,0.01,47.88,16.67,11319017.89,0,,,,
Rayong,4,0.41,22.9,7.43,15922802.72,0,,,,
Chanthaburi,4,9.37,23.05,12.51,18460418.16,0,,,,
Chachoengsao,4,0.19,55.19,25.92,9174664.91,0,,,,
Prachinburi,4,1.2,33.89,14.94,21851777.16,0,,,,
Nakhon Nayok,4,0.27,20.79,9.98,11773961.86,0,,,,
Sa Kaeo,4,5.2,22.14,12.08,37193369.19,0,,,,
Nakhon Ratchasima,4,3.81,37.4,20.74,22767984.2,0,,,,
Buriram,4,3.9,24.45,9.05,14055806.19,0,,,,
Surin,4,2.18,14.83,7.59,13958581.75,0,,,,
Sisaket,4,0.2,12.92,6.1,14810896.18,0,,,,
Ubon Ratchathani,4,3.23,22.7,12.56,20630426.33,0,,,,
Yasothon,4,0,5.32,1.14,6286209.15,0,,,,
Chaiyaphum,4,2.6,27.2,10.56,29713290.43,0,,,,
Bueng Kan,4,15.4,37.47,27.5,70155.12,0,,,,
Nong Bua Lamphu,4,26.32,78.88,51.24,30419695.72,0,,,,
Khon Kaen,4,5.24,45.57,17.83,16875137.96,0,,,,
Udon Thani,4,6.81,74.84,29.46,17186879.75,0,,,,
Loei,4,9.86,45.99,23.48,13529579.56,0,,,,
Nong Khai,4,30.35,45,38.51,21599891.95,0,,,,
Maha Sarakham,4,2.09,13.72,4.53,13016655.59,0,,,,
Roi Et,4,0.13,6.51,2.38,14669883.22,0,,,,
Kalasin,4,0,25.5,8.5,11208279.07,0,,,,
Sakon Nakhon,4,10.04,40.29,28.22,86.5,0,,,,
Chiang Mai,4,0.01,98.66,19.93,20264146.45,0,,,,
Lamphun,4,3.8,44,18.5,5004568.22,0,,,,
Lampang,4,5.28,61.96,29.54,8599406.57,0,,,,
Uttaradit,4,0,77.38,15.39,16085958.93,0,,,,
Phrae,4,0.11,81.7,24.39,16892142.82,0,,,,
Nan,4,12.69,125.42,81.52,22743154.42,0,,,,
Phayao,4,31.8,101.36,68.14,26200648.21,0,,,,
Chiang Rai,4,12.51,121.69,88.9,20554196.06,0,,,,
Mae Hong Son,4,6.83,46.7,23.9,13223820.53,0,,,,
Nakhon Sawan,4,0,10.32,1.31,7632560.65,0,,,,
Uthai Thani,4,0,9.2,2.99,16452835.77,0,,,,
Kamphaeng Phet,4,0.2,18.48,5.4,21066429.12,0,,,,
Tak,4,2.71,36.29,13.16,17552436,0,,,,
Sukhothai,4,0,18.78,3.67,16871908.26,0,,,,
Phitsanulok,4,0.11,18.69,5.57,25141199.37,0,,,,
Phichit,4,0.18,7.08,2.47,28664263.22,0,,,,
Phetchabun,4,1.09,24.62,10.53,20605875.71,0,,,,
Ratchaburi,4,0,12.01,2.34,33572250.57,0,,,,
Kanchanaburi,4,2,13.8,8.17,26726127.71,0,,,,
Suphan Buri,4,0,10.77,3.6,5618383.53,0,,,,
Phetchaburi,4,0,6.16,2.46,7263070.95,0,,,,
Prachuap Khiri Khan,4,0,6.2,3.38,49348897.52,0,,,,
Nakhon Si Thammarat,4,0.01,127.73,40.19,32041150.66,0,,,,
Krabi,4,0.01,78.07,31.98,52404960.23,0,,,,
Phang Nga,4,10.51,55.62,25.93,33275572.12,0,,,,
Phuket,4,28.61,59.18,41.41,10355271.89,0,,,,
Surat Thani,4,0.01,85.71,23.4,28894275.72,0,,,,
Ranong,4,6.01,16.75,8.64,16694201.37,0,,,,
Chumphon,4,4.5,11.2,7.74,45488917.1,0,,,,
Songkhla,4,6.56,130.93,50.11,32478516.22,0,,,,
Satun,4,72.34,193.9,124.63,31545130.42,0,,,,
Trang,4,12.45,82.63,43.59,29424386.51,0,,,,
Phatthalung,4,31.08,78.66,44.79,26289445.11,0,,,,
Pattani,4,5.3,30.82,18.75,7694062.52,0,,,,
Yala,4,18.97,57.76,34.54,15713876.02,0,,,,
Narathiwat,4,27.09,33.67,30.33,22184404.17,0,,,,
Lopburi,5,194.91,297.58,247.99,8722670.03,0,,,,
Chainat,5,112.66,163.55,132.97,23682656.7,0,,,,
Saraburi,5,121.71,254.7,204.7,2923294.87,0,,,,
Chonburi,5,199.49,359.16,295.74,11319017.89,0,,,,
Rayong,5,234.49,458.53,366.86,15922802.72,0,,,,
Chanthaburi,5,271.82,530.36,441.21,18460418.16,0,,,,
Chachoengsao,5,210.55,356.27,271.56,9174664.91,0,,,,
Prachinburi,5,186.84,319.64,219.59,21851777.16,0,,,,
Nakhon Nayok,5,184.6,331.67,241.73,11773961.86,0,,,,
Sa Kaeo,5,129.82,326.2,188,37193369.19,0,,,,
Nakhon Ratchasima,5,95.48,325.24,167.69,22767984.2,0,,,,
Buriram,5,84.61,257.77,129.81,14055806.19,0,,,,
Surin,5,111.78,288.05,178.44,13958581.75,0,,,,
Sisaket,5,190.08,363.87,277.43,14810896.18,0,,,,
Ubon Ratchathani,5,230.8,413.72,307.51,20630426.33,0,,,,
Yasothon,5,185.34,332.16,277.69,6286209.15,0,,,,
Chaiyaphum,5,185.36,268.91,217.57,29713290.43,0,,,,
Bueng Kan,5,201.64,250.4,232.96,70155.12,0,,,,
Nong Bua Lamphu,5,149.72,289.07,199.14,30419695.72,0,,,,
Khon Kaen,5,164.18,319.41,255.82,16875137.96,0,,,,
Udon Thani,5,117.61,267.84,168.68,17186879.75,0,,,,
Loei,5,209.1,373.93,279.7,13529579.56,0,,,,
Nong Khai,5,146.56,231,176.84,21599891.95,0,,,,
Maha Sarakham,5,178.84,305.28,246.44,13016655.59,0,,,,
Roi Et,5,187.53,348.3,278.03,14669883.22,0,,,,
Kalasin,5,142.74,276.91,214.25,11208279.07,0,,,,
Sakon Nakhon,5,159.27,259.08,206.78,86.5,0,,,,
Chiang Mai,5,88.43,228.45,158.47,20264146.45,0,,,,
Lamphun,5,116.03,264.47,176.12,5004568.22,0,,,,
Lampang,5,133.71,299.72,180.96,8599406.57,0,,,,
Uttaradit,5,55.56,291.35,236.72,16085958.93,0,,,,
Phrae,5,188.85,279.09,235.11,16892142.82,0,,,,
Nan,5,123.07,357.21,227.55,22743154.42,0,,,,
Phayao,5,147.99,271.63,193.08,26200648.21,0,,,,
Chiang Rai,5,135.27,211.8,179.75,20554196.06,0,,,,
Mae Hong Son,5,127.1,211.22,164.36,13223820.53,0,,,,
Nakhon Sawan,5,124.82,277.49,191.17,7632560.65,0,,,,
Uthai Thani,5,108.13,188.72,148.65,16452835.77,0,,,,
Kamphaeng Phet,5,92.63,189.69,128.04,21066429.12,0,,,,
Tak,5,81.31,365.07,176.57,17552436,0,,,,
Sukhothai,5,14.51,264.27,131.6,16871908.26,0,,,,
Phitsanulok,5,47.7,285.33,196.92,25141199.37,0,,,,
Phichit,5,167.91,212.2,202.13,28664263.22,0,,,,
Phetchabun,5,173.02,291.11,201.56,20605875.71,0,,,,
Ratchaburi,5,120.63,223.05,170.59,33572250.57,0,,,,
Kanchanaburi,5,116.29,256.68,184.83,26726127.71,0,,,,
Suphan Buri,5,113.55,201.02,143.21,5618383.53,0,,,,
Phetchaburi,5,57.31,177.14,127.1,7263070.95,0,,,,
Prachuap Khiri Khan,5,81.06,178.66,131.33,49348897.52,0,,,,
Nakhon Si Thammarat,5,70.34,199.71,135.77,32041150.66,0,,,,
Krabi,5,135.09,292,210.5,52404960.23,0,,,,
Phang Nga,5,217.67,586.19,363.79,33275572.12,0,,,,
Phuket,5,203.17,286.64,242.05,10355271.89,0,,,,
Surat Thani,5,19.33,429.22,129.3,28894275.72,0,,,,
Ranong,5,109.04,311.94,218.96,16694201.37,0,,,,
Chumphon,5,84.9,296.31,139.96,45488917.1,0,,,,
Songkhla,5,54.63,218.89,156.92,32478516.22,0,,,,
Satun,5,168.64,200.73,179.51,31545130.42,0,,,,
Trang,5,161.41,227.6,210.24,29424386.51,0,,,,
Phatthalung,5,133.48,214.3,188.53,26289445.11,0,,,,
Pattani,5,75.47,112.36,101.18,7694062.52,0,,,,
Yala,5,71.93,136.17,103.21,15713876.02,0,,,,
Narathiwat,5,87.14,119,111.24,22184404.17,0,,,,
Lopburi,6,74.25,222.81,127.3,8722670.03,0,,,,
Chainat,6,83.11,178.83,111.4,23682656.7,0,,,,
Saraburi,6,72,389.58,152.68,2923294.87,0,,,,
Chonburi,6,12.24,157.31,69.97,11319017.89,0,,,,
Rayong,6,40.06,376.87,118.9,15922802.72,0,,,,
Chanthaburi,6,157.65,652.88,427.77,18460418.16,0,,,,
Chachoengsao,6,62.72,262.84,147.93,9174664.91,0,,,,
Prachinburi,6,124.85,618.61,252.83,21851777.16,0,,,,
Nakhon Nayok,6,119,657.68,330.32,11773961.86,0,,,,
Sa Kaeo,6,58.31,266.38,119.75,37193369.19,0,,,,
Nakhon Ratchasima,6,28.66,636.93,148.73,22767984.2,0,,,,
Buriram,6,113.75,198.4,145.44,14055806.19,0,,,,
Surin,6,125.01,266.06,177.78,13958581.75,0,,,,
Sisaket,6,175.72,431.68,294.02,14810896.18,0,,,,
Ubon Ratchathani,6,187.17,323.1,214.32,20630426.33,0,,,,
Yasothon,6,134.33,321.36,166.14,6286209.15,0,,,,
Chaiyaphum,6,47.11,217.84,108.4,29713290.43,0,,,,
Bueng Kan,6,384.72,835.67,638.4,70155.12,0,,,,
Nong Bua Lamphu,6,177.86,346.25,267.25,30419695.72,0,,,,
Khon Kaen,6,76.73,259.81,140.26,16875137.96,0,,,,
Udon Thani,6,134.49,486.18,273.17,17186879.75,0,,,,
Loei,6,70.49,316.71,158.75,13529579.56,0,,,,
Nong Khai,6,259.86,729.68,437.77,21599891.95,0,,,,
Maha Sarakham,6,112.16,158.71,135.08,13016655.59,0,,,,
Roi Et,6,103.08,187.91,139.59,14669883.22,0,,,,
Kalasin,6,94.11,184.51,135.58,11208279.07,0,,,,
Sakon Nakhon,6,157.99,648.99,279.19,86.5,0,,,,
Chiang Mai,6,68.44,339.38,156.07,20264146.45,0,,,,
Lamphun,6,73.82,161.38,117.31,5004568.22,0,,,,
Lampang,6,59.71,161.27,114.66,8599406.57,0,,,,
Uttaradit,6,112.07,213.26,139.12,16085958.93,0,,,,
Phrae,6,72.63,208.22,144.72,16892142.82,0,,,,
Nan,6,151.26,330.46,223.69,22743154.42,0,,,,
Phayao,6,89.93,252.43,165.53,26200648.21,0,,,,
Chiang Rai,6,112.17,246.46,195.82,20554196.06,0,,,,
Mae Hong Son,6,118.83,218.47,148.39,13223820.53,0,,,,
Nakhon Sawan,6,68.3,193.88,117.77,7632560.65,0,,,,
Uthai Thani,6,82.12,194.97,144.09,16452835.77,0,,,,
Kamphaeng Phet,6,120.71,188.9,147.32,21066429.12,0,,,,
Tak,6,91.69,357.75,182.6,17552436,0,,,,
Sukhothai,6,76.84,151.4,126.86,16871908.26,0,,,,
Phitsanulok,6,73.57,152.92,110.01,25141199.37,0,,,,
Phichit,6,105.28,172.84,140.8,28664263.22,0,,,,
Phetchabun,6,49.63,289.96,141.09,20605875.71,0,,,,
Ratchaburi,6,32.23,75.89,52.66,33572250.57,0,,,,
Kanchanaburi,6,12.95,295.07,143.9,26726127.71,0,,,,
Suphan Buri,6,11.63,139.07,57.05,5618383.53,0,,,,
Phetchaburi,6,29.39,62.92,46.57,7263070.95,0,,,,
Prachuap Khiri Khan,6,26.62,137.39,69.92,49348897.52,0,,,,
Nakhon Si Thammarat,6,92.44,235.32,159.27,32041150.66,0,,,,
Krabi,6,88.36,335.45,175.34,52404960.23,0,,,,
Phang Nga,6,266.85,553.73,410.34,33275572.12,0,,,,
Phuket,6,312.5,501.98,391.96,10355271.89,0,,,,
Surat Thani,6,65.93,429.42,171.57,28894275.72,0,,,,
Ranong,6,138.22,494.99,323.07,16694201.37,0,,,,
Chumphon,6,91.7,466.94,194.09,45488917.1,0,,,,
Songkhla,6,23.7,162.91,104.17,32478516.22,0,,,,
Satun,6,95.95,143.93,117.32,31545130.42,0,,,,
Trang,6,116.72,222.49,181.1,29424386.51,0,,,,
Phatthalung,6,42.64,174.61,91.82,26289445.11,0,,,,
Pattani,6,103.8,204.21,147.96,7694062.52,0,,,,
Yala,6,139.44,203.05,175.22,15713876.02,0,,,,
Narathiwat,6,179.12,220.39,196.38,22184404.17,0,,,,
Lopburi,7,87.42,277.99,161.87,8722670.03,0,,,,
Chainat,7,75.61,99.88,88.1,23682656.7,0,,,,
Saraburi,7,158.69,679.72,275.71,2923294.87,0,,,,
Chonburi,7,123.65,329.64,199.19,11319017.89,0,,,,
Rayong,7,124.05,664.82,329.95,15922802.72,0,,,,
Chanthaburi,7,326.16,968.36,706.78,18460418.16,0,,,,
Chachoengsao,7,118.71,431.13,223.52,9174664.91,0,,,,
Prachinburi,7,219.04,1044.55,420,21851777.16,0,,,,
Nakhon Nayok,7,170.4,1107.33,562.11,11773961.86,1,,,,
Sa Kaeo,7,180.71,452.39,256.25,37193369.19,1,,,,
Nakhon Ratchasima,7,117.74,1074.06,239.03,22767984.2,0,,,,
Buriram,7,146.4,268.27,190.16,14055806.19,0,,,,
Surin,7,162.14,323.32,228.82,13958581.75,0,,,,
Sisaket,7,250.24,409.63,348.48,14810896.18,0,,,,
Ubon Ratchathani,7,323.79,443.68,370.47,20630426.33,0,,,,
Yasothon,7,266.1,373.24,301.4,6286209.15,0,,,,
Chaiyaphum,7,176.03,293.19,232.39,29713290.43,0,,,,
Bueng Kan,7,446.77,1078.45,793.79,70155.12,0,,,,
Nong Bua Lamphu,7,94.85,245.56,164.06,30419695.72,0,,,,
Khon Kaen,7,157.52,272.89,229.47,16875137.96,0,,,,
Udon Thani,7,103.19,563.49,239.92,17186879.75,0,,,,
Loei,7,163.5,341.31,237.93,13529579.56,0,,,,
Nong Khai,7,251.84,919.03,471.09,21599891.95,0,,,,
Maha Sarakham,7,239.38,305.86,264.22,13016655.59,0,,,,
Roi Et,7,214.46,317.63,260.58,14669883.22,0,,,,
Kalasin,7,196.96,310.9,263.65,11208279.07,0,,,,
Sakon Nakhon,7,218,812.12,354.26,86.5,0,,,,
Chiang Mai,7,93.69,386.91,194.87,20264146.45,0,,,,
Lamphun,7,82.81,380.21,159.16,5004568.22,0,,,,
Lampang,7,113.31,429.49,183.09,8599406.57,0,,,,
Uttaradit,7,128,468.11,286.61,16085958.93,0,,,,
Phrae,7,149.02,595.94,379.73,16892142.82,0,,,,
Nan,7,284.49,481.55,346.71,22743154.42,0,,,,
Phayao,7,171.48,344.48,258.11,26200648.21,0,,,,
Chiang Rai,7,140.05,290.07,242.99,20554196.06,0,,,,
Mae Hong Son,7,162.51,295.84,218.17,13223820.53,0,,,,
Nakhon Sawan,7,81.9,293.96,146.49,7632560.65,0,,,,
Uthai Thani,7,90.26,345.78,172.71,16452835.77,0,,,,
Kamphaeng Phet,7,157.51,305.45,217.92,21066429.12,0,,,,
Tak,7,92.12,586.71,334.77,17552436,0,,,,
Sukhothai,7,90.61,273.21,167.97,16871908.26,0,,,,
Phitsanulok,7,120.14,305.85,219.14,25141199.37,0,,,,
Phichit,7,157.52,265.39,226.75,28664263.22,0,,,,
Phetchabun,7,150.72,232.38,190.13,20605875.71,0,,,,
Ratchaburi,7,115.22,184.91,141.86,33572250.57,0,,,,
Kanchanaburi,7,93.82,540.95,297.92,26726127.71,0,,,,
Suphan Buri,7,38.87,214.78,105.48,5618383.53,0,,,,
Phetchaburi,7,92.4,180.03,140.19,7263070.95,0,,,,
Prachuap Khiri Khan,7,83.28,268.2,177.73,49348897.52,0,,,,
Nakhon Si Thammarat,7,132.22,306.7,198.62,32041150.66,0,,,,
Krabi,7,248.7,609.8,317.24,52404960.23,0,,,,
Phang Nga,7,295.12,399.19,345.26,33275572.12,0,,,,
Phuket,7,300.23,364.94,327.17,10355271.89,0,,,,
Surat Thani,7,119.34,476.2,229.55,28894275.72,0,,,,
Ranong,7,272.3,644.68,444.6,16694201.37,0,,,,
Chumphon,7,218.3,611.87,326.16,45488917.1,1,,,,
Songkhla,7,23.81,145.67,95.32,32478516.22,0,,,,
Satun,7,105.41,245.28,149.4,31545130.42,0,,,,
Trang,7,140.78,474.04,259.64,29424386.51,0,,,,
Phatthalung,7,101.59,230.33,138.52,26289445.11,0,,,,
Pattani,7,59.33,108.8,89.61,7694062.52,0,,,,
Yala,7,67.41,94.23,79.98,15713876.02,0,,,,
Narathiwat,7,50.8,76.58,63.8,22184404.17,0,,,,
Lopburi,8,96.61,404.6,197.83,8722670.03,0,,,,
Chainat,8,205.45,284.38,243.78,23682656.7,0,,,,
Saraburi,8,110.69,447.91,267.49,2923294.87,0,,,,
Chonburi,8,122.2,244.51,179.76,11319017.89,0,,,,
Rayong,8,122.53,422.27,242.77,15922802.72,0,,,,
Chanthaburi,8,205.18,604.22,431.91,18460418.16,0,,,,
Chachoengsao,8,110.24,351.83,202.44,9174664.91,0,,,,
Prachinburi,8,142.21,654.84,267.43,21851777.16,0,,,,
Nakhon Nayok,8,272.05,692.51,422.46,11773961.86,0,,,,
Sa Kaeo,8,127.5,265.09,151.71,37193369.19,0,,,,
Nakhon Ratchasima,8,58.98,672.55,156.71,22767984.2,1,,,,
Buriram,8,49.56,242.04,155.79,14055806.19,0,,,,
Surin,8,62.1,268.61,145.2,13958581.75,0,,,,
Sisaket,8,65.71,176.18,120.82,14810896.18,0,,,,
Ubon Ratchathani,8,109.62,197.86,168.37,20630426.33,1,,,,
Yasothon,8,109.51,227.76,178.13,6286209.15,0,,,,
Chaiyaphum,8,98.45,204.88,149.49,29713290.43,0,,,,
Bueng Kan,8,434.47,605.19,531.75,70155.12,0,,,,
Nong Bua Lamphu,8,238.24,396.11,327.75,30419695.72,0,,,,
Khon Kaen,8,116.65,388.66,184.86,16875137.96,0,,,,
Udon Thani,8,188.17,592.67,420.5,17186879.75,0,,,,
Loei,8,114.36,372.74,274.45,13529579.56,0,,,,
Nong Khai,8,346.63,565.24,418.57,21599891.95,0,,,,
Maha Sarakham,8,77.74,157.52,117.2,13016655.59,0,,,,
Roi Et,8,79.81,267.16,146.33,14669883.22,0,,,,
Kalasin,8,112.32,377.91,218.89,11208279.07,1,,,,
Sakon Nakhon,8,334.23,546.47,437.96,86.5,1,,,,
Chiang Mai,8,117.32,682.79,331.07,20264146.45,0,,,,
Lamphun,8,107.29,274.69,202.85,5004568.22,1,,,,
Lampang,8,87.08,563.16,257.87,8599406.57,0,,,,
Uttaradit,8,176.74,474.22,334.48,16085958.93,1,,,,
Phrae,8,162.09,500.81,316.12,16892142.82,0,,,,
Nan,8,318.77,675.17,526.13,22743154.42,0,,,,
Phayao,8,459.15,631.39,563.26,26200648.21,1,,,,
Chiang Rai,8,338.19,671.19,630.53,20554196.06,1,,,,
Mae Hong Son,8,155.14,501.51,300.36,13223820.53,1,,,,
Nakhon Sawan,8,82.41,259.59,196.02,7632560.65,0,,,,
Uthai Thani,8,159.16,234.19,207.85,16452835.77,1,,,,
Kamphaeng Phet,8,110.89,242.48,200.74,21066429.12,1,,,,
Tak,8,64.33,216.97,139.27,17552436,1,,,,
Sukhothai,8,105.09,354.75,184.98,16871908.26,1,,,,
Phitsanulok,8,119.2,306.96,199.87,25141199.37,1,,,,
Phichit,8,134.6,229.92,204.15,28664263.22,0,,,,
Phetchabun,8,81.04,248.11,124.86,20605875.71,0,,,,
Ratchaburi,8,92.64,180.89,125.89,33572250.57,0,,,,
Kanchanaburi,8,93.84,192.43,147.02,26726127.71,0,,,,
Suphan Buri,8,89.29,276.77,202.25,5618383.53,1,,,,
Phetchaburi,8,38.55,133.08,76.56,7263070.95,0,,,,
Prachuap Khiri Khan,8,33.84,83.85,57.94,49348897.52,0,,,,
Nakhon Si Thammarat,8,121.58,371.61,228.51,32041150.66,0,,,,
Krabi,8,216.27,527.46,330.42,52404960.23,0,,,,
Phang Nga,8,314.35,665.53,526.94,33275572.12,0,,,,
Phuket,8,424.55,692.53,538.83,10355271.89,0,,,,
Surat Thani,8,112.85,535.99,223.55,28894275.72,0,,,,
Ranong,8,74.04,382.03,242.44,16694201.37,0,,,,
Chumphon,8,49.02,342.62,123.79,45488917.1,0,,,,
Songkhla,8,88.33,265.52,204.39,32478516.22,0,,,,
Satun,8,202.4,350.53,254.27,31545130.42,0,,,,
Trang,8,258.25,514.77,415.71,29424386.51,0,,,,
Phatthalung,8,76.99,404.82,189.87,26289445.11,0,,,,
Pattani,8,133.7,246.4,215.56,7694062.52,0,,,,
Yala,8,149.74,233.16,199.73,15713876.02,0,,,,
Narathiwat,8,118.11,180.69,145.82,22184404.17,0,,,,
Lopburi,9,183.1,368.78,283.85,8722670.03,0,,,,
Chainat,9,253.74,319.28,277.25,23682656.7,0,,,,
Saraburi,9,191.43,452.68,274.72,2923294.87,0,,,,
Chonburi,9,197.4,493.38,311.83,11319017.89,0,,,,
Rayong,9,155.91,324.33,239.65,15922802.72,0,,,,
Chanthaburi,9,257.49,391.39,320.73,18460418.16,0,,,,
Chachoengsao,9,219.84,363.98,286.62,9174664.91,0,,,,
Prachinburi,9,296.85,598.18,360.06,21851777.16,0,,,,
Nakhon Nayok,9,270.62,623.54,425.1,11773961.86,0,,,,
Sa Kaeo,9,211.71,327.19,268.59,37193369.19,0,,,,
Nakhon Ratchasima,9,181.72,610.08,267.28,22767984.2,0,,,,
Buriram,9,201.21,328.47,258.91,14055806.19,0,,,,
Surin,9,200.62,345.71,286.69,13958581.75,0,,,,
Sisaket,9,272.51,514.83,401.63,14810896.18,0,,,,
Ubon Ratchathani,9,355.8,560.89,469.71,20630426.33,0,,,,
Yasothon,9,252.14,412.72,319.13,6286209.15,0,,,,
Chaiyaphum,9,190.34,348.19,290.47,29713290.43,0,,,,
Bueng Kan,9,388.73,455.45,429.24,70155.12,0,,,,
Nong Bua Lamphu,9,286.86,396.16,321.27,30419695.72,0,,,,
Khon Kaen,9,220.61,431.55,311.72,16875137.96,0,,,,
Udon Thani,9,278.62,591.22,404.81,17186879.75,0,,,,
Loei,9,167.35,400.33,267.46,13529579.56,1,,,,
Nong Khai,9,374.73,611.45,498.67,21599891.95,0,,,,
Maha Sarakham,9,224.23,303.31,261.71,13016655.59,0,,,,
Roi Et,9,220.71,366.58,272.26,14669883.22,0,,,,
Kalasin,9,234.61,355.06,281.46,11208279.07,1,,,,
Sakon Nakhon,9,301.08,448.17,365.31,86.5,0,,,,
Chiang Mai,9,186.31,382.48,293.37,20264146.45,0,,,,
Lamphun,9,170.45,362.63,293.27,5004568.22,1,,,,
Lampang,9,133.88,382.94,305.19,8599406.57,0,,,,
Uttaradit,9,148.39,314.35,247.02,16085958.93,0,,,,
Phrae,9,188.32,314.09,246.75,16892142.82,0,,,,
Nan,9,200.41,387.24,275.58,22743154.42,0,,,,
Phayao,9,269.71,377.17,317.54,26200648.21,0,,,,
Chiang Rai,9,198.02,356.66,257.27,20554196.06,0,,,,
Mae Hong Son,9,191.71,324.09,238.18,13223820.53,0,,,,
Nakhon Sawan,9,181.91,316.4,270.68,7632560.65,0,,,,
Uthai Thani,9,242.16,324.97,280.24,16452835.77,1,,,,
Kamphaeng Phet,9,150.3,257.11,205.77,21066429.12,0,,,,
Tak,9,108.65,331.76,217.34,17552436,0,,,,
Sukhothai,9,135.45,290.35,179.87,16871908.26,0,,,,
Phitsanulok,9,123.42,250.11,176.69,25141199.37,0,,,,
Phichit,9,114.71,258.28,166.29,28664263.22,0,,,,
Phetchabun,9,155.21,362.49,221.25,20605875.71,0,,,,
Ratchaburi,9,98.13,173.33,121.27,33572250.57,0,,,,
Kanchanaburi,9,62.82,285.89,207.51,26726127.71,0,,,,
Suphan Buri,9,137.5,269.39,220.4,5618383.53,0,,,,
Phetchaburi,9,38.01,146.5,90.3,7263070.95,0,,,,
Prachuap Khiri Khan,9,37.22,189.2,95.57,49348897.52,0,,,,
Nakhon Si Thammarat,9,59.75,400.33,166.18,32041150.66,0,,,,
Krabi,9,240.01,647.74,459.98,52404960.23,0,,,,
Phang Nga,9,459.24,945.69,720.29,33275572.12,0,,,,
Phuket,9,644.46,772.32,696.85,10355271.89,0,,,,
Surat Thani,9,46.03,750.02,237.85,28894275.72,0,,,,
Ranong,9,185.93,712.64,456.72,16694201.37,0,,,,
Chumphon,9,155.6,670.34,262.12,45488917.1,0,,,,
Songkhla,9,117.8,379.38,237.11,32478516.22,0,,,,
Satun,9,273.69,461.57,380.39,31545130.42,0,,,,
Trang,9,220.92,534.07,441.42,29424386.51,0,,,,
Phatthalung,9,107.88,418.33,215.83,26289445.11,0,,,,
Pattani,9,140.05,156.57,149.09,7694062.52,0,,,,
Yala,9,138.32,230.71,167.34,15713876.02,0,,,,
Narathiwat,9,146.49,171.27,156.62,22184404.17,0,,,,
Lopburi,10,82.04,148.16,107.65,8722670.03,0,,,,
Chainat,10,139.22,177.59,159.86,23682656.7,0,,,,
Saraburi,10,89.82,207.83,140.85,2923294.87,0,,,,
Chonburi,10,108.06,254.24,183.63,11319017.89,0,,,,
Rayong,10,180.63,321.61,235.92,15922802.72,1,,,,
Chanthaburi,10,141.27,213.46,179.32,18460418.16,1,,,,
Chachoengsao,10,135.4,280.51,189.48,9174664.91,1,,,,
Prachinburi,10,107.88,245.09,185.69,21851777.16,0,,,,
Nakhon Nayok,10,116.43,271.25,187.59,11773961.86,1,,,,
Sa Kaeo,10,93.93,179.91,136.29,37193369.19,1,,,,
Nakhon Ratchasima,10,44.88,354.53,168.25,22767984.2,1,,,,
Buriram,10,39.69,235.56,126.15,14055806.19,0,,,,
Surin,10,45.82,100.11,60.99,13958581.75,1,,,,
Sisaket,10,47.5,149.1,94.6,14810896.18,1,,,,
Ubon Ratchathani,10,73.71,170.46,126.56,20630426.33,0,,,,
Yasothon,10,36.54,97.37,53.09,6286209.15,1,,,,
Chaiyaphum,10,32.08,143.17,94.15,29713290.43,1,,,,
Bueng Kan,10,18.95,43.7,34.18,70155.12,0,,,,
Nong Bua Lamphu,10,29.6,78.95,47.48,30419695.72,0,,,,
Khon Kaen,10,25.81,110.02,39.63,16875137.96,1,,,,
